/home/yixunhu/miniconda3/envs/flac/lib/python3.10/site-packages/lightning_fabric/__init__.py:40: pkg_resources is deprecated as an API. See https://setuptools.pypa.io/en/latest/pkg_resources.html. The pkg_resources package is slated for removal as early as 2025-11-30. Refrain from using this package or pin to Setuptools<81.
Seed set to 42
/home/yixunhu/miniconda3/envs/flac/lib/python3.10/site-packages/torch/nn/utils/weight_norm.py:143: FutureWarning: `torch.nn.utils.weight_norm` is deprecated in favor of `torch.nn.utils.parametrizations.weight_norm`.
  WeightNorm.apply(module, name, dim)
You are using a model of type dinov3_vit to instantiate a model of type cylindrical_dinov3_vit. This is not supported for all configurations of models and can yield errors.
/home/yixunhu/miniconda3/envs/flac/lib/python3.10/site-packages/torchvision/models/_utils.py:208: UserWarning: The parameter 'pretrained' is deprecated since 0.13 and may be removed in the future, please use 'weights' instead.
  warnings.warn(
/home/yixunhu/miniconda3/envs/flac/lib/python3.10/site-packages/torchvision/models/_utils.py:223: UserWarning: Arguments other than a weight enum or `None` for 'weights' are deprecated since 0.13 and may be removed in the future. The current behavior is equivalent to passing `weights=None`.
  warnings.warn(msg)
wandb: WARNING The anonymous setting has no effect and will be removed in a future version.
wandb: [wandb.login()] Loaded credentials for https://api.wandb.ai from WANDB_API_KEY.
wandb: Currently logged in as: yh4742 (yh4742-princeton-university) to https://api.wandb.ai. Use `wandb login --relogin` to force relogin
wandb: Tracking run with wandb version 0.26.1
wandb: Run data is saved locally in wandb/run-20260813_161247-1dhgf4xa
wandb: Run `wandb offline` to turn off syncing.
wandb: Syncing run exp12B_ssl_cond
wandb: ⭐️ View project at https://wandb.ai/yh4742-princeton-university/exp12B_ssl_cond
wandb: 🚀 View run at https://wandb.ai/yh4742-princeton-university/exp12B_ssl_cond/runs/1dhgf4xa
wandb: logging graph, to disable use `wandb.watch(log_graph=False)`
Using bfloat16 Automatic Mixed Precision (AMP)
GPU available: True (cuda), used: True
TPU available: False, using: 0 TPU cores
IPU available: False, using: 0 IPUs
HPU available: False, using: 0 HPUs
/home/yixunhu/miniconda3/envs/flac/lib/python3.10/site-packages/pytorch_lightning/trainer/configuration_validator.py:74: You defined a `validation_step` but have no `val_dataloader`. Skipping val loop.
LOCAL_RANK: 0 - CUDA_VISIBLE_DEVICES: [0]
  | Name          | Type                             | Params
-------------------------------------------------------------------
0 | diffusion     | ConditionedDiffusionModelWrapper | 64.5 M
1 | diffusion_ema | EMA                              | 16.7 M
2 | losses        | MultiLoss                        | 0     
-------------------------------------------------------------------
50.3 M    Trainable params
30.9 M    Non-trainable params
81.2 M    Total params
324.893   Total estimated model params size (MB)
Using Augmentations: Random Time Shift, Add Noise
Running json scandir...
Found 291210 files in 243 subfolders
Loading cylindrical_dinov3 ViT from facebook/dinov3-vits16-pretrain-lvd1689m (gauge=cylindrical_xyz, azimuth_mode=lowband, prefix_mode=m0_registers, attn=eager)...
Loaded SSL backbone from outputs_FLAC/exp12B_ssl/backbone_final.pt (SSL step 30000, azimuth_mode=lowband, prefix_mode=m0_registers)
21.59M/21.60M parameters are trainable
Training: |          | 0/? [00:00<?, ?it/s]
Epoch 0:  68%|██████▊   | 6151/9100 [11:30:07<5:30:51,  0.15it/s, v_num=f4xa, train/loss=0.611, train/std_data=1.190, train/lr=4.99e-5, train/mse_loss=0.611]
Epoch 0:  68%|██████▊   | 6151/9100 [11:30:07<5:30:52,  0.15it/s, v_num=f4xa, train/loss=0.532, train/std_data=1.090, train/lr=4.99e-5, train/mse_loss=0.532]
Epoch 0:  68%|██████▊   | 6152/9100 [11:30:14<5:30:45,  0.15it/s, v_num=f4xa, train/loss=0.532, train/std_data=1.090, train/lr=4.99e-5, train/mse_loss=0.532]
Epoch 0:  68%|██████▊   | 6152/9100 [11:30:14<5:30:45,  0.15it/s, v_num=f4xa, train/loss=0.576, train/std_data=1.100, train/lr=4.99e-5, train/mse_loss=0.576]
Epoch 0:  68%|██████▊   | 6153/9100 [11:30:20<5:30:38,  0.15it/s, v_num=f4xa, train/loss=0.576, train/std_data=1.100, train/lr=4.99e-5, train/mse_loss=0.576]
Epoch 0:  68%|██████▊   | 6153/9100 [11:30:20<5:30:38,  0.15it/s, v_num=f4xa, train/loss=0.583, train/std_data=1.220, train/lr=4.99e-5, train/mse_loss=0.583]
Epoch 0:  68%|██████▊   | 6154/9100 [11:30:27<5:30:31,  0.15it/s, v_num=f4xa, train/loss=0.583, train/std_data=1.220, train/lr=4.99e-5, train/mse_loss=0.583]
Epoch 0:  68%|██████▊   | 6154/9100 [11:30:27<5:30:31,  0.15it/s, v_num=f4xa, train/loss=0.643, train/std_data=1.160, train/lr=4.99e-5, train/mse_loss=0.643]
Epoch 0:  68%|██████▊   | 6155/9100 [11:30:33<5:30:25,  0.15it/s, v_num=f4xa, train/loss=0.643, train/std_data=1.160, train/lr=4.99e-5, train/mse_loss=0.643]
Epoch 0:  68%|██████▊   | 6155/9100 [11:30:34<5:30:25,  0.15it/s, v_num=f4xa, train/loss=0.668, train/std_data=1.220, train/lr=4.99e-5, train/mse_loss=0.668]
Epoch 0:  68%|██████▊   | 6156/9100 [11:30:40<5:30:18,  0.15it/s, v_num=f4xa, train/loss=0.668, train/std_data=1.220, train/lr=4.99e-5, train/mse_loss=0.668]
Epoch 0:  68%|██████▊   | 6156/9100 [11:30:40<5:30:18,  0.15it/s, v_num=f4xa, train/loss=0.608, train/std_data=1.140, train/lr=4.99e-5, train/mse_loss=0.608]
Epoch 0:  68%|██████▊   | 6157/9100 [11:30:47<5:30:11,  0.15it/s, v_num=f4xa, train/loss=0.608, train/std_data=1.140, train/lr=4.99e-5, train/mse_loss=0.608]
Epoch 0:  68%|██████▊   | 6157/9100 [11:30:47<5:30:11,  0.15it/s, v_num=f4xa, train/loss=0.620, train/std_data=1.150, train/lr=4.99e-5, train/mse_loss=0.620]
Epoch 0:  68%|██████▊   | 6158/9100 [11:30:54<5:30:04,  0.15it/s, v_num=f4xa, train/loss=0.620, train/std_data=1.150, train/lr=4.99e-5, train/mse_loss=0.620]
Epoch 0:  68%|██████▊   | 6158/9100 [11:30:54<5:30:04,  0.15it/s, v_num=f4xa, train/loss=0.589, train/std_data=1.270, train/lr=4.99e-5, train/mse_loss=0.589]
Epoch 0:  68%|██████▊   | 6159/9100 [11:31:00<5:29:57,  0.15it/s, v_num=f4xa, train/loss=0.589, train/std_data=1.270, train/lr=4.99e-5, train/mse_loss=0.589]
Epoch 0:  68%|██████▊   | 6159/9100 [11:31:00<5:29:57,  0.15it/s, v_num=f4xa, train/loss=0.581, train/std_data=1.150, train/lr=4.99e-5, train/mse_loss=0.581]
Epoch 0:  68%|██████▊   | 6160/9100 [11:31:07<5:29:51,  0.15it/s, v_num=f4xa, train/loss=0.581, train/std_data=1.150, train/lr=4.99e-5, train/mse_loss=0.581]
Epoch 0:  68%|██████▊   | 6160/9100 [11:31:07<5:29:51,  0.15it/s, v_num=f4xa, train/loss=0.569, train/std_data=1.200, train/lr=4.99e-5, train/mse_loss=0.569]
Epoch 0:  68%|██████▊   | 6161/9100 [11:31:14<5:29:44,  0.15it/s, v_num=f4xa, train/loss=0.569, train/std_data=1.200, train/lr=4.99e-5, train/mse_loss=0.569]
Epoch 0:  68%|██████▊   | 6161/9100 [11:31:14<5:29:44,  0.15it/s, v_num=f4xa, train/loss=0.713, train/std_data=1.270, train/lr=4.99e-5, train/mse_loss=0.713]
Epoch 0:  68%|██████▊   | 6162/9100 [11:31:20<5:29:37,  0.15it/s, v_num=f4xa, train/loss=0.713, train/std_data=1.270, train/lr=4.99e-5, train/mse_loss=0.713]
Epoch 0:  68%|██████▊   | 6162/9100 [11:31:20<5:29:37,  0.15it/s, v_num=f4xa, train/loss=0.543, train/std_data=1.150, train/lr=4.99e-5, train/mse_loss=0.543]
Epoch 0:  68%|██████▊   | 6163/9100 [11:31:27<5:29:30,  0.15it/s, v_num=f4xa, train/loss=0.543, train/std_data=1.150, train/lr=4.99e-5, train/mse_loss=0.543]
Epoch 0:  68%|██████▊   | 6163/9100 [11:31:27<5:29:30,  0.15it/s, v_num=f4xa, train/loss=0.578, train/std_data=1.160, train/lr=4.99e-5, train/mse_loss=0.578]
Epoch 0:  68%|██████▊   | 6164/9100 [11:31:34<5:29:24,  0.15it/s, v_num=f4xa, train/loss=0.578, train/std_data=1.160, train/lr=4.99e-5, train/mse_loss=0.578]
Epoch 0:  68%|██████▊   | 6164/9100 [11:31:34<5:29:24,  0.15it/s, v_num=f4xa, train/loss=0.475, train/std_data=1.090, train/lr=4.99e-5, train/mse_loss=0.475]
Epoch 0:  68%|██████▊   | 6165/9100 [11:31:39<5:29:17,  0.15it/s, v_num=f4xa, train/loss=0.475, train/std_data=1.090, train/lr=4.99e-5, train/mse_loss=0.475]
Epoch 0:  68%|██████▊   | 6165/9100 [11:31:40<5:29:17,  0.15it/s, v_num=f4xa, train/loss=0.596, train/std_data=1.110, train/lr=4.99e-5, train/mse_loss=0.596]
Epoch 0:  68%|██████▊   | 6166/9100 [11:31:47<5:29:10,  0.15it/s, v_num=f4xa, train/loss=0.596, train/std_data=1.110, train/lr=4.99e-5, train/mse_loss=0.596]
Epoch 0:  68%|██████▊   | 6166/9100 [11:31:47<5:29:10,  0.15it/s, v_num=f4xa, train/loss=0.627, train/std_data=1.200, train/lr=4.99e-5, train/mse_loss=0.627]
Epoch 0:  68%|██████▊   | 6167/9100 [11:31:53<5:29:03,  0.15it/s, v_num=f4xa, train/loss=0.627, train/std_data=1.200, train/lr=4.99e-5, train/mse_loss=0.627]
Epoch 0:  68%|██████▊   | 6167/9100 [11:31:54<5:29:03,  0.15it/s, v_num=f4xa, train/loss=0.551, train/std_data=1.160, train/lr=4.99e-5, train/mse_loss=0.551]
Epoch 0:  68%|██████▊   | 6168/9100 [11:31:59<5:28:56,  0.15it/s, v_num=f4xa, train/loss=0.551, train/std_data=1.160, train/lr=4.99e-5, train/mse_loss=0.551]
Epoch 0:  68%|██████▊   | 6168/9100 [11:32:00<5:28:56,  0.15it/s, v_num=f4xa, train/loss=0.535, train/std_data=1.150, train/lr=4.99e-5, train/mse_loss=0.535]
Epoch 0:  68%|██████▊   | 6169/9100 [11:32:06<5:28:50,  0.15it/s, v_num=f4xa, train/loss=0.535, train/std_data=1.150, train/lr=4.99e-5, train/mse_loss=0.535]
Epoch 0:  68%|██████▊   | 6169/9100 [11:32:07<5:28:50,  0.15it/s, v_num=f4xa, train/loss=0.683, train/std_data=1.400, train/lr=4.99e-5, train/mse_loss=0.683]
Epoch 0:  68%|██████▊   | 6170/9100 [11:32:14<5:28:43,  0.15it/s, v_num=f4xa, train/loss=0.683, train/std_data=1.400, train/lr=4.99e-5, train/mse_loss=0.683]
Epoch 0:  68%|██████▊   | 6170/9100 [11:32:14<5:28:43,  0.15it/s, v_num=f4xa, train/loss=0.665, train/std_data=1.190, train/lr=4.99e-5, train/mse_loss=0.665]
Epoch 0:  68%|██████▊   | 6171/9100 [11:32:19<5:28:36,  0.15it/s, v_num=f4xa, train/loss=0.665, train/std_data=1.190, train/lr=4.99e-5, train/mse_loss=0.665]
Epoch 0:  68%|██████▊   | 6171/9100 [11:32:20<5:28:36,  0.15it/s, v_num=f4xa, train/loss=0.694, train/std_data=1.230, train/lr=4.99e-5, train/mse_loss=0.694]
Epoch 0:  68%|██████▊   | 6172/9100 [11:32:27<5:28:29,  0.15it/s, v_num=f4xa, train/loss=0.694, train/std_data=1.230, train/lr=4.99e-5, train/mse_loss=0.694]
Epoch 0:  68%|██████▊   | 6172/9100 [11:32:27<5:28:30,  0.15it/s, v_num=f4xa, train/loss=0.658, train/std_data=1.240, train/lr=4.99e-5, train/mse_loss=0.658]
Epoch 0:  68%|██████▊   | 6173/9100 [11:32:33<5:28:23,  0.15it/s, v_num=f4xa, train/loss=0.658, train/std_data=1.240, train/lr=4.99e-5, train/mse_loss=0.658]
Epoch 0:  68%|██████▊   | 6173/9100 [11:32:33<5:28:23,  0.15it/s, v_num=f4xa, train/loss=0.664, train/std_data=1.100, train/lr=4.99e-5, train/mse_loss=0.664]
Epoch 0:  68%|██████▊   | 6174/9100 [11:32:40<5:28:16,  0.15it/s, v_num=f4xa, train/loss=0.664, train/std_data=1.100, train/lr=4.99e-5, train/mse_loss=0.664]
Epoch 0:  68%|██████▊   | 6174/9100 [11:32:40<5:28:16,  0.15it/s, v_num=f4xa, train/loss=0.649, train/std_data=1.150, train/lr=4.99e-5, train/mse_loss=0.649]
Epoch 0:  68%|██████▊   | 6175/9100 [11:32:47<5:28:09,  0.15it/s, v_num=f4xa, train/loss=0.649, train/std_data=1.150, train/lr=4.99e-5, train/mse_loss=0.649]
Epoch 0:  68%|██████▊   | 6175/9100 [11:32:47<5:28:09,  0.15it/s, v_num=f4xa, train/loss=0.494, train/std_data=1.150, train/lr=4.99e-5, train/mse_loss=0.494]
Epoch 0:  68%|██████▊   | 6176/9100 [11:32:53<5:28:02,  0.15it/s, v_num=f4xa, train/loss=0.494, train/std_data=1.150, train/lr=4.99e-5, train/mse_loss=0.494]
Epoch 0:  68%|██████▊   | 6176/9100 [11:32:53<5:28:02,  0.15it/s, v_num=f4xa, train/loss=0.649, train/std_data=1.290, train/lr=4.99e-5, train/mse_loss=0.649]
Epoch 0:  68%|██████▊   | 6177/9100 [11:33:00<5:27:55,  0.15it/s, v_num=f4xa, train/loss=0.649, train/std_data=1.290, train/lr=4.99e-5, train/mse_loss=0.649]
Epoch 0:  68%|██████▊   | 6177/9100 [11:33:00<5:27:56,  0.15it/s, v_num=f4xa, train/loss=0.594, train/std_data=1.170, train/lr=4.99e-5, train/mse_loss=0.594]
Epoch 0:  68%|██████▊   | 6178/9100 [11:33:07<5:27:49,  0.15it/s, v_num=f4xa, train/loss=0.594, train/std_data=1.170, train/lr=4.99e-5, train/mse_loss=0.594]
Epoch 0:  68%|██████▊   | 6178/9100 [11:33:07<5:27:49,  0.15it/s, v_num=f4xa, train/loss=0.635, train/std_data=1.140, train/lr=4.99e-5, train/mse_loss=0.635]
Epoch 0:  68%|██████▊   | 6179/9100 [11:33:13<5:27:42,  0.15it/s, v_num=f4xa, train/loss=0.635, train/std_data=1.140, train/lr=4.99e-5, train/mse_loss=0.635]
Epoch 0:  68%|██████▊   | 6179/9100 [11:33:13<5:27:42,  0.15it/s, v_num=f4xa, train/loss=0.581, train/std_data=1.150, train/lr=4.99e-5, train/mse_loss=0.581]
Epoch 0:  68%|██████▊   | 6180/9100 [11:33:20<5:27:35,  0.15it/s, v_num=f4xa, train/loss=0.581, train/std_data=1.150, train/lr=4.99e-5, train/mse_loss=0.581]
Epoch 0:  68%|██████▊   | 6180/9100 [11:33:20<5:27:35,  0.15it/s, v_num=f4xa, train/loss=0.633, train/std_data=1.210, train/lr=4.99e-5, train/mse_loss=0.633]
Epoch 0:  68%|██████▊   | 6181/9100 [11:33:27<5:27:29,  0.15it/s, v_num=f4xa, train/loss=0.633, train/std_data=1.210, train/lr=4.99e-5, train/mse_loss=0.633]
Epoch 0:  68%|██████▊   | 6181/9100 [11:33:27<5:27:29,  0.15it/s, v_num=f4xa, train/loss=0.562, train/std_data=1.170, train/lr=4.99e-5, train/mse_loss=0.562]
Epoch 0:  68%|██████▊   | 6182/9100 [11:33:33<5:27:22,  0.15it/s, v_num=f4xa, train/loss=0.562, train/std_data=1.170, train/lr=4.99e-5, train/mse_loss=0.562]
Epoch 0:  68%|██████▊   | 6182/9100 [11:33:33<5:27:22,  0.15it/s, v_num=f4xa, train/loss=0.648, train/std_data=1.200, train/lr=4.99e-5, train/mse_loss=0.648]
Epoch 0:  68%|██████▊   | 6183/9100 [11:33:40<5:27:15,  0.15it/s, v_num=f4xa, train/loss=0.648, train/std_data=1.200, train/lr=4.99e-5, train/mse_loss=0.648]
Epoch 0:  68%|██████▊   | 6183/9100 [11:33:40<5:27:15,  0.15it/s, v_num=f4xa, train/loss=0.675, train/std_data=1.110, train/lr=4.99e-5, train/mse_loss=0.675]
Epoch 0:  68%|██████▊   | 6184/9100 [11:33:47<5:27:08,  0.15it/s, v_num=f4xa, train/loss=0.675, train/std_data=1.110, train/lr=4.99e-5, train/mse_loss=0.675]
Epoch 0:  68%|██████▊   | 6184/9100 [11:33:47<5:27:09,  0.15it/s, v_num=f4xa, train/loss=0.575, train/std_data=1.160, train/lr=4.99e-5, train/mse_loss=0.575]
Epoch 0:  68%|██████▊   | 6185/9100 [11:33:53<5:27:01,  0.15it/s, v_num=f4xa, train/loss=0.575, train/std_data=1.160, train/lr=4.99e-5, train/mse_loss=0.575]
Epoch 0:  68%|██████▊   | 6185/9100 [11:33:53<5:27:02,  0.15it/s, v_num=f4xa, train/loss=0.627, train/std_data=1.160, train/lr=4.99e-5, train/mse_loss=0.627]
Epoch 0:  68%|██████▊   | 6186/9100 [11:34:00<5:26:55,  0.15it/s, v_num=f4xa, train/loss=0.627, train/std_data=1.160, train/lr=4.99e-5, train/mse_loss=0.627]
Epoch 0:  68%|██████▊   | 6186/9100 [11:34:00<5:26:55,  0.15it/s, v_num=f4xa, train/loss=0.484, train/std_data=1.210, train/lr=4.99e-5, train/mse_loss=0.484]
Epoch 0:  68%|██████▊   | 6187/9100 [11:34:07<5:26:48,  0.15it/s, v_num=f4xa, train/loss=0.484, train/std_data=1.210, train/lr=4.99e-5, train/mse_loss=0.484]
Epoch 0:  68%|██████▊   | 6187/9100 [11:34:07<5:26:48,  0.15it/s, v_num=f4xa, train/loss=0.670, train/std_data=1.190, train/lr=4.99e-5, train/mse_loss=0.670]
Epoch 0:  68%|██████▊   | 6188/9100 [11:34:13<5:26:41,  0.15it/s, v_num=f4xa, train/loss=0.670, train/std_data=1.190, train/lr=4.99e-5, train/mse_loss=0.670]
Epoch 0:  68%|██████▊   | 6188/9100 [11:34:13<5:26:41,  0.15it/s, v_num=f4xa, train/loss=0.621, train/std_data=1.180, train/lr=4.99e-5, train/mse_loss=0.621]
Epoch 0:  68%|██████▊   | 6189/9100 [11:34:20<5:26:34,  0.15it/s, v_num=f4xa, train/loss=0.621, train/std_data=1.180, train/lr=4.99e-5, train/mse_loss=0.621]
Epoch 0:  68%|██████▊   | 6189/9100 [11:34:20<5:26:34,  0.15it/s, v_num=f4xa, train/loss=0.552, train/std_data=1.110, train/lr=4.99e-5, train/mse_loss=0.552]
Epoch 0:  68%|██████▊   | 6190/9100 [11:34:27<5:26:28,  0.15it/s, v_num=f4xa, train/loss=0.552, train/std_data=1.110, train/lr=4.99e-5, train/mse_loss=0.552]
Epoch 0:  68%|██████▊   | 6190/9100 [11:34:27<5:26:28,  0.15it/s, v_num=f4xa, train/loss=0.639, train/std_data=1.190, train/lr=4.99e-5, train/mse_loss=0.639]
Epoch 0:  68%|██████▊   | 6191/9100 [11:34:33<5:26:21,  0.15it/s, v_num=f4xa, train/loss=0.639, train/std_data=1.190, train/lr=4.99e-5, train/mse_loss=0.639]
Epoch 0:  68%|██████▊   | 6191/9100 [11:34:33<5:26:21,  0.15it/s, v_num=f4xa, train/loss=0.519, train/std_data=1.130, train/lr=4.99e-5, train/mse_loss=0.519]
Epoch 0:  68%|██████▊   | 6192/9100 [11:34:39<5:26:14,  0.15it/s, v_num=f4xa, train/loss=0.519, train/std_data=1.130, train/lr=4.99e-5, train/mse_loss=0.519]
Epoch 0:  68%|██████▊   | 6192/9100 [11:34:40<5:26:14,  0.15it/s, v_num=f4xa, train/loss=0.643, train/std_data=1.200, train/lr=4.99e-5, train/mse_loss=0.643]
Epoch 0:  68%|██████▊   | 6193/9100 [11:34:46<5:26:07,  0.15it/s, v_num=f4xa, train/loss=0.643, train/std_data=1.200, train/lr=4.99e-5, train/mse_loss=0.643]
Epoch 0:  68%|██████▊   | 6193/9100 [11:34:47<5:26:08,  0.15it/s, v_num=f4xa, train/loss=0.585, train/std_data=1.200, train/lr=4.99e-5, train/mse_loss=0.585]
Epoch 0:  68%|██████▊   | 6194/9100 [11:34:53<5:26:00,  0.15it/s, v_num=f4xa, train/loss=0.585, train/std_data=1.200, train/lr=4.99e-5, train/mse_loss=0.585]
Epoch 0:  68%|██████▊   | 6194/9100 [11:34:53<5:26:01,  0.15it/s, v_num=f4xa, train/loss=0.607, train/std_data=1.150, train/lr=4.99e-5, train/mse_loss=0.607]
Epoch 0:  68%|██████▊   | 6195/9100 [11:35:00<5:25:54,  0.15it/s, v_num=f4xa, train/loss=0.607, train/std_data=1.150, train/lr=4.99e-5, train/mse_loss=0.607]
Epoch 0:  68%|██████▊   | 6195/9100 [11:35:00<5:25:54,  0.15it/s, v_num=f4xa, train/loss=0.528, train/std_data=1.170, train/lr=4.99e-5, train/mse_loss=0.528]
Epoch 0:  68%|██████▊   | 6196/9100 [11:35:07<5:25:47,  0.15it/s, v_num=f4xa, train/loss=0.528, train/std_data=1.170, train/lr=4.99e-5, train/mse_loss=0.528]
Epoch 0:  68%|██████▊   | 6196/9100 [11:35:07<5:25:47,  0.15it/s, v_num=f4xa, train/loss=0.726, train/std_data=1.190, train/lr=4.99e-5, train/mse_loss=0.726]
Epoch 0:  68%|██████▊   | 6197/9100 [11:35:13<5:25:40,  0.15it/s, v_num=f4xa, train/loss=0.726, train/std_data=1.190, train/lr=4.99e-5, train/mse_loss=0.726]
Epoch 0:  68%|██████▊   | 6197/9100 [11:35:13<5:25:40,  0.15it/s, v_num=f4xa, train/loss=0.638, train/std_data=1.230, train/lr=4.99e-5, train/mse_loss=0.638]
Epoch 0:  68%|██████▊   | 6198/9100 [11:35:20<5:25:34,  0.15it/s, v_num=f4xa, train/loss=0.638, train/std_data=1.230, train/lr=4.99e-5, train/mse_loss=0.638]
Epoch 0:  68%|██████▊   | 6198/9100 [11:35:20<5:25:34,  0.15it/s, v_num=f4xa, train/loss=0.584, train/std_data=1.140, train/lr=4.99e-5, train/mse_loss=0.584]
Epoch 0:  68%|██████▊   | 6199/9100 [11:35:27<5:25:27,  0.15it/s, v_num=f4xa, train/loss=0.584, train/std_data=1.140, train/lr=4.99e-5, train/mse_loss=0.584]
Epoch 0:  68%|██████▊   | 6199/9100 [11:35:27<5:25:27,  0.15it/s, v_num=f4xa, train/loss=0.644, train/std_data=1.200, train/lr=4.99e-5, train/mse_loss=0.644]
Epoch 0:  68%|██████▊   | 6200/9100 [11:35:35<5:25:21,  0.15it/s, v_num=f4xa, train/loss=0.644, train/std_data=1.200, train/lr=4.99e-5, train/mse_loss=0.644]
Epoch 0:  68%|██████▊   | 6200/9100 [11:35:35<5:25:21,  0.15it/s, v_num=f4xa, train/loss=0.524, train/std_data=1.150, train/lr=4.99e-5, train/mse_loss=0.524]
Epoch 0:  68%|██████▊   | 6201/9100 [11:35:42<5:25:14,  0.15it/s, v_num=f4xa, train/loss=0.524, train/std_data=1.150, train/lr=4.99e-5, train/mse_loss=0.524]
Epoch 0:  68%|██████▊   | 6201/9100 [11:35:42<5:25:14,  0.15it/s, v_num=f4xa, train/loss=0.628, train/std_data=1.120, train/lr=4.99e-5, train/mse_loss=0.628]
Epoch 0:  68%|██████▊   | 6202/9100 [11:35:47<5:25:07,  0.15it/s, v_num=f4xa, train/loss=0.628, train/std_data=1.120, train/lr=4.99e-5, train/mse_loss=0.628]
Epoch 0:  68%|██████▊   | 6202/9100 [11:35:47<5:25:07,  0.15it/s, v_num=f4xa, train/loss=0.612, train/std_data=1.230, train/lr=4.99e-5, train/mse_loss=0.612]
Epoch 0:  68%|██████▊   | 6203/9100 [11:35:52<5:24:59,  0.15it/s, v_num=f4xa, train/loss=0.612, train/std_data=1.230, train/lr=4.99e-5, train/mse_loss=0.612]
Epoch 0:  68%|██████▊   | 6203/9100 [11:35:53<5:25:00,  0.15it/s, v_num=f4xa, train/loss=0.538, train/std_data=1.190, train/lr=4.99e-5, train/mse_loss=0.538]
Epoch 0:  68%|██████▊   | 6204/9100 [11:35:59<5:24:53,  0.15it/s, v_num=f4xa, train/loss=0.538, train/std_data=1.190, train/lr=4.99e-5, train/mse_loss=0.538]
Epoch 0:  68%|██████▊   | 6204/9100 [11:35:59<5:24:53,  0.15it/s, v_num=f4xa, train/loss=0.702, train/std_data=1.170, train/lr=4.99e-5, train/mse_loss=0.702]
Epoch 0:  68%|██████▊   | 6205/9100 [11:36:06<5:24:46,  0.15it/s, v_num=f4xa, train/loss=0.702, train/std_data=1.170, train/lr=4.99e-5, train/mse_loss=0.702]
Epoch 0:  68%|██████▊   | 6205/9100 [11:36:06<5:24:46,  0.15it/s, v_num=f4xa, train/loss=0.528, train/std_data=1.120, train/lr=4.99e-5, train/mse_loss=0.528]
Epoch 0:  68%|██████▊   | 6206/9100 [11:36:12<5:24:39,  0.15it/s, v_num=f4xa, train/loss=0.528, train/std_data=1.120, train/lr=4.99e-5, train/mse_loss=0.528]
Epoch 0:  68%|██████▊   | 6206/9100 [11:36:13<5:24:39,  0.15it/s, v_num=f4xa, train/loss=0.601, train/std_data=1.120, train/lr=4.99e-5, train/mse_loss=0.601]
Epoch 0:  68%|██████▊   | 6207/9100 [11:36:19<5:24:32,  0.15it/s, v_num=f4xa, train/loss=0.601, train/std_data=1.120, train/lr=4.99e-5, train/mse_loss=0.601]
Epoch 0:  68%|██████▊   | 6207/9100 [11:36:19<5:24:32,  0.15it/s, v_num=f4xa, train/loss=0.615, train/std_data=1.160, train/lr=4.99e-5, train/mse_loss=0.615]
Epoch 0:  68%|██████▊   | 6208/9100 [11:36:26<5:24:26,  0.15it/s, v_num=f4xa, train/loss=0.615, train/std_data=1.160, train/lr=4.99e-5, train/mse_loss=0.615]
Epoch 0:  68%|██████▊   | 6208/9100 [11:36:26<5:24:26,  0.15it/s, v_num=f4xa, train/loss=0.543, train/std_data=1.140, train/lr=4.99e-5, train/mse_loss=0.543]
Epoch 0:  68%|██████▊   | 6209/9100 [11:36:32<5:24:19,  0.15it/s, v_num=f4xa, train/loss=0.543, train/std_data=1.140, train/lr=4.99e-5, train/mse_loss=0.543]
Epoch 0:  68%|██████▊   | 6209/9100 [11:36:32<5:24:19,  0.15it/s, v_num=f4xa, train/loss=0.635, train/std_data=1.140, train/lr=4.99e-5, train/mse_loss=0.635]
Epoch 0:  68%|██████▊   | 6210/9100 [11:36:39<5:24:12,  0.15it/s, v_num=f4xa, train/loss=0.635, train/std_data=1.140, train/lr=4.99e-5, train/mse_loss=0.635]
Epoch 0:  68%|██████▊   | 6210/9100 [11:36:39<5:24:12,  0.15it/s, v_num=f4xa, train/loss=0.587, train/std_data=1.190, train/lr=4.99e-5, train/mse_loss=0.587]
Epoch 0:  68%|██████▊   | 6211/9100 [11:36:46<5:24:05,  0.15it/s, v_num=f4xa, train/loss=0.587, train/std_data=1.190, train/lr=4.99e-5, train/mse_loss=0.587]
Epoch 0:  68%|██████▊   | 6211/9100 [11:36:46<5:24:06,  0.15it/s, v_num=f4xa, train/loss=0.631, train/std_data=1.130, train/lr=4.99e-5, train/mse_loss=0.631]
Epoch 0:  68%|██████▊   | 6212/9100 [11:36:52<5:23:58,  0.15it/s, v_num=f4xa, train/loss=0.631, train/std_data=1.130, train/lr=4.99e-5, train/mse_loss=0.631]
Epoch 0:  68%|██████▊   | 6212/9100 [11:36:52<5:23:58,  0.15it/s, v_num=f4xa, train/loss=0.636, train/std_data=1.200, train/lr=4.99e-5, train/mse_loss=0.636]
Epoch 0:  68%|██████▊   | 6213/9100 [11:36:59<5:23:52,  0.15it/s, v_num=f4xa, train/loss=0.636, train/std_data=1.200, train/lr=4.99e-5, train/mse_loss=0.636]
Epoch 0:  68%|██████▊   | 6213/9100 [11:36:59<5:23:52,  0.15it/s, v_num=f4xa, train/loss=0.579, train/std_data=1.130, train/lr=4.99e-5, train/mse_loss=0.579]
